/home/user/keras-retinanet/placenta/2_m00236_ORG.png,752,904,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,708,867,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,818,826,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,879,738,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,903,625,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,932,551,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,1007,576,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,948,488,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,968,432,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,1020,465,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,1041,515,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,1058,578,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,1061,610,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,1068,676,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,1061,726,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,1067,781,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,1051,831,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,1044,860,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,974,849,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,990,1001,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,980,1044,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,958,1083,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,960,1139,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,916,1154,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,934,1008,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,710,1143,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,522,946,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,599,687,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,620,735,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,456,852,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,509,737,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,522,637,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,524,445,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,529,378,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,609,352,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,682,356,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,743,378,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,802,447,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,673,423,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,713,415,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,807,300,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,726,260,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,664,309,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,467,273,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,530,211,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,961,355,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,907,340,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,917,297,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,874,270,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,819,225,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,772,208,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,731,174,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,673,151,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,603,147,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,565,119,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,513,109,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,548,169,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,486,185,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,435,103,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,384,169,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,282,166,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,319,96,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,248,122,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,174,127,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,118,174,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,167,280,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,144,318,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,97,339,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,63,401,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,33,349,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,130,785,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,130,886,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,87,964,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,270,1115,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,321,1156,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,408,1177,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,876,525,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,22,225,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,26,193,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,49,176,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,504,263,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,847,328,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,249,993,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,376,1100,nucleus
/home/user/keras-retinanet/placenta/2_m00236_ORG.png,415,137,nucleus
